trade_id,open_time,close_time,symbol,side,entry_price,exit_price,pnl,pnl_R,lot_or_size,commission,balance_before,balance_after,initial_risk_amount,initial_sl,initial_tp,setup_tag,session,exit_reason,mfe_R,mae_R,trade_index_in_day,day_of_week,notes
BAD_0034,2026-01-16 20:45:00,2026-01-16 22:20:00,NAS100,BUY,21479.88521,21412.38521,-160.98,-1.5,1.4,2.8,6969.03,6805.25,107.32,21434.88521,21569.88521,FVG_ENTRY,NY,SL,0.88,-1.62,2,Friday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0035,2026-01-16 20:52:00,2026-01-16 21:43:00,NAS100,BUY,21454.26759,21409.26759,-104.8,-1.0,1.4,2.8,6805.25,6697.65,104.8,21409.26759,21544.26759,BREAKOUT,NY,SL,0.75,-1.24,3,Friday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0036,2026-01-16 21:02:00,2026-01-16 22:47:00,DJI,SELL,38982.61268,38898.61268,88.4,1.2,1.0,2.0,6697.65,6784.05,73.67,39052.61268,38842.61268,BREAKOUT,Other,MANUAL,1.52,-0.81,4,Friday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0037,2026-01-16 08:45:00,2026-01-16 10:32:00,GBPJPY,BUY,198.55909,198.15409,-94.02,-0.9,1.4,2.8,6784.05,6687.23,104.47,198.10909,199.45909,FVG_ENTRY,London,SL,0.89,-1.62,1,Friday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0038,2026-01-19 13:45:00,2026-01-19 14:24:00,GBPJPY,SELL,197.79159,197.25159,123.58,1.2,1.4,2.8,6687.23,6808.01,102.98,198.24159,196.89159,FVG_ENTRY,Overlap,MANUAL,2.0,-0.53,3,Monday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0039,2026-01-19 03:15:00,2026-01-19 04:19:00,NAS100,BUY,21463.43855,21395.93855,-157.26,-1.5,1.4,2.8,6808.01,6647.95,104.84,21418.43855,21553.43855,BREAKOUT,Asia,SL,0.55,-2.18,1,Monday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0040,2026-01-19 03:19:00,2026-01-19 04:59:00,NAS100,BUY,21529.14904,21475.14904,-87.76,-1.2,1.0,2.0,6647.95,6558.19,73.13,21484.14904,21619.14904,FVG_ENTRY,Asia,SL,0.77,-1.58,2,Monday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0041,2026-01-20 08:05:00,2026-01-20 09:26:00,NAS100,BUY,21520.46339,21565.46339,72.14,1.0,1.0,2.0,6558.19,6628.33,72.14,21475.46339,21610.46339,BREAKOUT,London,MANUAL,1.32,-0.67,4,Tuesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0042,2026-01-20 02:00:00,2026-01-20 03:19:00,NAS100,SELL,21466.35136,21533.85136,-153.12,-1.5,1.4,2.8,6628.33,6472.41,102.08,21511.35136,21376.35136,REVERSAL,Asia,SL,0.8,-2.08,1,Tuesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0043,2026-01-20 02:07:00,2026-01-20 03:16:00,XAUUSD,BUY,2350.30317,2338.30317,-99.68,-1.0,1.4,2.8,6472.41,6369.93,99.68,2338.30317,2374.30317,BREAKOUT,Asia,SL,0.89,-1.78,2,Tuesday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0044,2026-01-20 02:14:00,2026-01-20 03:43:00,GBPJPY,SELL,198.79097,199.33097,-117.72,-1.2,1.4,2.8,6369.93,6249.41,98.1,199.24097,197.89097,BREAKOUT,Asia,SL,0.57,-1.45,3,Tuesday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0045,2026-01-21 08:45:00,2026-01-21 09:58:00,NAS100,SELL,21518.44131,21572.44131,-115.49,-1.2,1.4,2.8,6249.41,6131.12,96.24,21563.44131,21428.44131,REVERSAL,London,SL,0.47,-1.49,1,Wednesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0046,2026-01-21 08:55:00,2026-01-21 10:54:00,NAS100,SELL,21481.95857,21427.95857,113.3,1.2,1.4,2.8,6131.12,6241.62,94.42,21526.95857,21391.95857,REVERSAL,London,MANUAL,1.41,-0.37,2,Wednesday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0047,2026-01-21 20:30:00,2026-01-21 22:37:00,DJI,SELL,39021.33693,39091.33693,-96.12,-1.0,1.4,2.8,6241.62,6142.7,96.12,39091.33693,38881.33693,FVG_ENTRY,NY,SL,0.71,-1.43,3,Wednesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0048,2026-01-21 20:40:00,2026-01-21 21:31:00,XAUUSD,SELL,2350.48184,2361.28184,-60.81,-0.9,1.0,2.0,6142.7,6079.89,67.57,2362.48184,2326.48184,BREAKOUT,NY,SL,0.65,-1.64,4,Wednesday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0049,2026-01-22 13:05:00,2026-01-22 14:13:00,DJI,SELL,39008.55707,39092.55707,-112.36,-1.2,1.4,2.8,6079.89,5964.73,93.63,39078.55707,38868.55707,BREAKOUT,Overlap,SL,0.29,-1.34,3,Thursday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0050,2026-01-22 13:09:00,2026-01-22 13:50:00,GBPJPY,SELL,198.7417,199.2817,-110.23,-1.2,1.4,2.8,5964.73,5851.7,91.86,199.1917,197.8417,FVG_ENTRY,Overlap,SL,0.99,-1.54,4,Thursday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0051,2026-01-22 20:05:00,2026-01-22 22:01:00,DJI,SELL,38955.80136,39025.80136,-64.37,-1.0,1.0,2.0,5851.7,5785.33,64.37,39025.80136,38815.80136,BREAKOUT,NY,SL,0.37,-1.64,5,Thursday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0052,2026-01-22 20:09:00,2026-01-22 20:44:00,NAS100,SELL,21453.77253,21521.27253,-133.63,-1.5,1.4,2.8,5785.33,5648.9,89.09,21498.77253,21363.77253,REVERSAL,NY,SL,0.5,-1.61,6,Thursday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0053,2026-01-22 02:55:00,2026-01-22 03:43:00,NAS100,BUY,21488.35505,21434.35505,-104.39,-1.2,1.4,2.8,5648.9,5541.71,86.99,21443.35505,21578.35505,BREAKOUT,Asia,SL,0.33,-1.88,1,Thursday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0054,2026-01-22 03:05:00,2026-01-22 04:04:00,DJI,SELL,38966.48835,39071.48835,-128.01,-1.5,1.4,2.8,5541.71,5410.9,85.34,39036.48835,38826.48835,BREAKOUT,Asia,SL,0.85,-1.61,2,Thursday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0055,2026-01-23 02:00:00,2026-01-23 03:56:00,GBPJPY,SELL,197.51158,197.91658,-75.0,-0.9,1.4,2.8,5410.9,5333.1,83.33,197.96158,196.61158,FVG_ENTRY,Asia,SL,0.24,-1.7,1,Friday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0056,2026-01-23 02:55:00,2026-01-23 04:58:00,NAS100,BUY,21518.574,21473.574,-82.13,-1.0,1.4,2.8,5333.1,5248.17,82.13,21473.574,21608.574,REVERSAL,Asia,SL,0.54,-1.17,2,Friday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0057,2026-01-23 03:02:00,2026-01-23 03:50:00,DJI,BUY,38999.77391,38915.77391,-96.98,-1.2,1.4,2.8,5248.17,5148.39,80.82,38929.77391,39139.77391,SMT_RECLAIM,Asia,SL,0.82,-1.88,3,Friday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0058,2026-01-23 03:15:00,2026-01-23 04:20:00,DJI,SELL,38950.2738,39055.2738,-118.94,-1.5,1.4,2.8,5148.39,5026.65,79.29,39020.2738,38810.2738,FVG_ENTRY,Asia,SL,0.93,-2.18,4,Friday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0059,2026-01-23 03:19:00,2026-01-23 04:31:00,GBPJPY,SELL,197.52825,197.97825,-77.41,-1.0,1.4,2.8,5026.65,4946.44,77.41,197.97825,196.62825,FVG_ENTRY,Asia,SL,0.85,-1.71,5,Friday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0060,2026-01-23 03:29:00,2026-01-23 05:28:00,DJI,BUY,39014.71986,38951.71986,-48.97,-0.9,1.0,2.0,4946.44,4895.47,54.41,38944.71986,39154.71986,FVG_ENTRY,Asia,SL,0.92,-1.67,6,Friday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0061,2026-01-26 03:15:00,2026-01-26 04:43:00,NAS100,SELL,21514.88465,21582.38465,-80.78,-1.5,1.0,2.0,4895.47,4812.69,53.85,21559.88465,21424.88465,REVERSAL,Asia,SL,0.29,-2.09,3,Monday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0062,2026-01-26 02:30:00,2026-01-26 04:23:00,XAUUSD,SELL,2349.05763,2367.05763,-111.18,-1.5,1.4,2.8,4812.69,4698.71,74.12,2361.05763,2325.05763,REVERSAL,Asia,SL,0.87,-2.28,1,Monday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0063,2026-01-26 02:30:00,2026-01-26 04:30:00,DJI,BUY,39037.31436,39121.31436,86.83,1.2,1.4,2.8,4698.71,4782.74,72.36,38967.31436,39177.31436,FVG_ENTRY,Asia,MANUAL,1.72,-0.49,2,Monday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0064,2026-01-26 13:30:00,2026-01-26 15:27:00,DJI,BUY,39043.43714,38980.43714,-66.29,-0.9,1.4,2.8,4782.74,4713.65,73.65,38973.43714,39183.43714,BREAKOUT,Overlap,SL,0.58,-1.35,5,Monday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0065,2026-01-26 03:15:00,2026-01-26 04:00:00,XAUUSD,BUY,2349.91819,2331.91819,-108.89,-1.5,1.4,2.8,4713.65,4601.96,72.59,2337.91819,2373.91819,FVG_ENTRY,Asia,SL,0.56,-2.2,4,Monday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0066,2026-01-27 03:55:00,2026-01-27 05:35:00,NAS100,SELL,21506.23326,21546.73326,-63.78,-0.9,1.4,2.8,4601.96,4535.38,70.87,21551.23326,21416.23326,REVERSAL,Asia,SL,0.56,-1.24,1,Tuesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0067,2026-01-27 16:15:00,2026-01-27 17:02:00,GBPJPY,BUY,198.51864,197.84364,-104.76,-1.5,1.4,2.8,4535.38,4427.82,69.84,198.06864,199.41864,BREAKOUT,NY,SL,0.47,-2.18,2,Tuesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0068,2026-01-28 08:55:00,2026-01-28 10:02:00,NAS100,BUY,21511.08518,21443.58518,-102.28,-1.5,1.4,2.8,4427.82,4322.74,68.19,21466.08518,21601.08518,SMT_RECLAIM,London,SL,0.94,-1.88,1,Wednesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0069,2026-01-28 13:00:00,2026-01-28 14:33:00,GBPJPY,SELL,198.31691,198.72191,-59.91,-0.9,1.4,2.8,4322.74,4260.03,66.57,198.76691,197.41691,FVG_ENTRY,Overlap,SL,0.31,-1.35,2,Wednesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0070,2026-01-28 13:13:00,2026-01-28 15:21:00,XAUUSD,BUY,2350.63049,2338.63049,-65.6,-1.0,1.4,2.8,4260.03,4191.63,65.6,2338.63049,2374.63049,REVERSAL,Overlap,SL,0.73,-1.52,3,Wednesday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0071,2026-01-29 03:45:00,2026-01-29 04:37:00,XAUUSD,SELL,2349.27636,2363.67636,-77.46,-1.2,1.4,2.8,4191.63,4111.37,64.55,2361.27636,2325.27636,BREAKOUT,Asia,SL,0.91,-1.66,2,Thursday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0072,2026-01-29 03:55:00,2026-01-29 05:56:00,GBPJPY,SELL,197.26534,197.80534,-75.98,-1.2,1.4,2.8,4111.37,4032.59,63.32,197.71534,196.36534,SMT_RECLAIM,Asia,SL,0.98,-1.42,3,Thursday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0073,2026-01-29 03:59:00,2026-01-29 05:28:00,GBPJPY,SELL,198.61661,199.29161,-93.15,-1.5,1.4,2.8,4032.59,3936.64,62.1,199.06661,197.71661,REVERSAL,Asia,SL,0.22,-1.7,4,Thursday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0074,2026-01-29 04:06:00,2026-01-29 05:50:00,XAUUSD,BUY,2349.06461,2334.66461,-72.74,-1.2,1.4,2.8,3936.64,3861.1,60.62,2337.06461,2373.06461,BREAKOUT,Asia,SL,0.28,-1.91,5,Thursday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0075,2026-01-29 13:45:00,2026-01-29 15:09:00,DJI,SELL,38991.65662,39054.65662,-38.22,-0.9,1.0,2.0,3861.1,3820.88,42.47,39061.65662,38851.65662,REVERSAL,Overlap,SL,0.75,-1.68,6,Thursday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0076,2026-01-29 02:30:00,2026-01-29 03:42:00,XAUUSD,BUY,2349.89763,2337.89763,-58.84,-1.0,1.4,2.8,3820.88,3759.24,58.84,2337.89763,2373.89763,SMT_RECLAIM,Asia,SL,0.26,-1.77,1,Thursday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0077,2026-01-30 02:15:00,2026-01-30 04:20:00,GBPJPY,SELL,198.87499,199.41499,-69.47,-1.2,1.4,2.8,3759.24,3686.97,57.89,199.32499,197.97499,FVG_ENTRY,Asia,SL,0.94,-1.72,1,Friday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0078,2026-01-30 02:25:00,2026-01-30 03:23:00,GBPJPY,BUY,198.04121,197.50121,-68.14,-1.2,1.4,2.8,3686.97,3616.03,56.78,197.59121,198.94121,REVERSAL,Asia,SL,0.33,-1.68,2,Friday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0079,2026-02-02 20:55:00,2026-02-02 21:44:00,DJI,BUY,39016.89385,38911.89385,-83.53,-1.5,1.4,2.8,3616.03,3529.7,55.69,38946.89385,39156.89385,REVERSAL,NY,SL,0.92,-2.03,3,Monday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0080,2026-02-02 13:15:00,2026-02-02 14:56:00,DJI,BUY,39032.21091,39088.21091,43.49,0.8,1.4,2.8,3529.7,3570.39,54.36,38962.21091,39172.21091,BREAKOUT,Overlap,MANUAL,1.2,-0.14,1,Monday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0081,2026-02-02 20:05:00,2026-02-02 21:06:00,DJI,BUY,39017.03351,38954.03351,-49.48,-0.9,1.4,2.8,3570.39,3518.11,54.98,38947.03351,39157.03351,FVG_ENTRY,NY,SL,0.89,-1.3,2,Monday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0082,2026-02-03 13:55:00,2026-02-03 15:28:00,GBPJPY,BUY,198.43374,197.98374,-38.7,-1.0,1.0,2.0,3518.11,3477.41,38.7,197.98374,199.33374,BREAKOUT,Overlap,SL,0.26,-1.22,1,Tuesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0083,2026-02-03 14:02:00,2026-02-03 15:26:00,XAUUSD,BUY,2350.3466,2335.9466,-64.26,-1.2,1.4,2.8,3477.41,3410.35,53.55,2338.3466,2374.3466,REVERSAL,Overlap,SL,0.71,-1.73,2,Tuesday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0084,2026-02-03 14:06:00,2026-02-03 15:37:00,DJI,SELL,38988.14136,39051.14136,-47.27,-0.9,1.4,2.8,3410.35,3360.28,52.52,39058.14136,38848.14136,REVERSAL,Overlap,SL,0.22,-1.11,3,Tuesday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0085,2026-02-03 16:45:00,2026-02-03 18:30:00,DJI,BUY,39037.47669,38953.47669,-62.1,-1.2,1.4,2.8,3360.28,3295.38,51.75,38967.47669,39177.47669,BREAKOUT,NY,SL,0.23,-1.7,4,Tuesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0086,2026-02-04 02:05:00,2026-02-04 03:03:00,GBPJPY,BUY,197.44158,196.99158,-50.75,-1.0,1.4,2.8,3295.38,3241.83,50.75,196.99158,198.34158,SMT_RECLAIM,Asia,SL,0.36,-1.23,1,Wednesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0087,2026-02-04 16:45:00,2026-02-04 18:52:00,GBPJPY,BUY,198.16119,198.34119,19.97,0.4,1.4,2.8,3241.83,3259.0,49.92,197.71119,199.06119,REVERSAL,NY,MANUAL,1.26,-0.31,4,Wednesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0088,2026-02-04 03:00:00,2026-02-04 04:47:00,XAUUSD,BUY,2350.13372,2335.73372,-60.23,-1.2,1.4,2.8,3259.0,3195.97,50.19,2338.13372,2374.13372,FVG_ENTRY,Asia,SL,0.97,-1.42,2,Wednesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0089,2026-02-04 13:55:00,2026-02-04 15:27:00,DJI,SELL,38985.87416,39090.87416,-73.83,-1.5,1.4,2.8,3195.97,3119.34,49.22,39055.87416,38845.87416,BREAKOUT,Overlap,SL,0.64,-1.72,3,Wednesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0090,2026-02-05 16:05:00,2026-02-05 17:44:00,XAUUSD,BUY,2350.26325,2339.46325,-43.24,-0.9,1.4,2.8,3119.34,3073.3,48.04,2338.26325,2374.26325,FVG_ENTRY,NY,SL,0.66,-1.54,2,Thursday,behavior_risk_sample|drawdown_recovery_sizing
