trade_id,open_time,close_time,symbol,side,entry_price,exit_price,pnl,pnl_R,lot_or_size,commission,balance_before,balance_after,initial_risk_amount,initial_sl,initial_tp,setup_tag,session,exit_reason,mfe_R,mae_R,trade_index_in_day,day_of_week,notes
GOOD_0019,2026-01-26 08:00:00,2026-01-26 08:55:00,DJI,BUY,39009.45192,39177.45192,206.4,2.4,1.0,2.0,10749.85,10954.25,86.0,38939.45192,39149.45192,SMT_RECLAIM,London,TP,3.0,-0.57,1,Monday,disciplined_sample
GOOD_0020,2026-01-26 15:05:00,2026-01-26 15:52:00,DJI,SELL,38981.61772,38897.61772,105.16,1.2,1.0,2.0,10954.25,11057.41,87.63,39051.61772,38841.61772,SMT_RECLAIM,NY,MANUAL,1.9,-1.0,2,Monday,disciplined_sample
GOOD_0021,2026-01-27 08:05:00,2026-01-27 08:46:00,DJI,BUY,38978.49874,39048.49874,88.46,1.0,1.0,2.0,11057.41,11143.87,88.46,38908.49874,39118.49874,SMT_RECLAIM,London,MANUAL,1.45,-0.99,1,Tuesday,disciplined_sample
GOOD_0022,2026-01-27 14:45:00,2026-01-27 15:19:00,NAS100,BUY,21461.54287,21506.54287,89.15,1.0,1.0,2.0,11143.87,11231.02,89.15,21416.54287,21551.54287,LIQUIDITY_SWEEP,Overlap,MANUAL,1.19,-0.64,2,Tuesday,disciplined_sample
GOOD_0023,2026-01-27 14:05:00,2026-01-27 14:28:00,DJI,BUY,39013.42844,39118.42844,134.77,1.5,1.0,2.0,11231.02,11363.79,89.85,38943.42844,39153.42844,LIQUIDITY_SWEEP,Overlap,TP,2.26,-0.22,3,Tuesday,disciplined_sample
GOOD_0024,2026-01-28 09:30:00,2026-01-28 10:22:00,DJI,BUY,38953.60281,39023.60281,90.91,1.0,1.0,2.0,11363.79,11452.7,90.91,38883.60281,39093.60281,SMT_RECLAIM,London,MANUAL,1.4,-0.14,1,Wednesday,disciplined_sample
GOOD_0025,2026-01-28 10:00:00,2026-01-28 10:53:00,XAUUSD,SELL,2350.76827,2338.76827,91.62,1.0,1.0,2.0,11452.7,11542.32,91.62,2362.76827,2326.76827,SMT_RECLAIM,London,MANUAL,1.43,-0.94,2,Wednesday,disciplined_sample
GOOD_0026,2026-01-28 15:05:00,2026-01-28 16:05:00,XAUUSD,SELL,2350.72813,2359.12813,-64.64,-0.7,1.0,2.0,11542.32,11475.68,92.34,2362.72813,2326.72813,SMT_RECLAIM,NY,MANUAL,0.41,-1.35,3,Wednesday,disciplined_sample
GOOD_0027,2026-01-29 15:05:00,2026-01-29 15:24:00,NAS100,BUY,21516.00332,21570.00332,110.17,1.2,1.0,2.0,11475.68,11583.85,91.81,21471.00332,21606.00332,LIQUIDITY_SWEEP,NY,MANUAL,1.62,-0.8,1,Thursday,disciplined_sample
GOOD_0028,2026-01-29 10:45:00,2026-01-29 11:19:00,NAS100,BUY,21467.85678,21512.85678,92.67,1.0,1.0,2.0,11583.85,11674.52,92.67,21422.85678,21557.85678,LIQUIDITY_SWEEP,London,MANUAL,1.87,-0.49,2,Thursday,disciplined_sample
GOOD_0029,2026-01-30 10:45:00,2026-01-30 11:05:00,XAUUSD,SELL,2350.41757,2356.41757,-46.7,-0.5,1.0,2.0,11674.52,11625.82,93.4,2362.41757,2326.41757,SMT_RECLAIM,London,MANUAL,0.94,-0.98,1,Friday,disciplined_sample
GOOD_0030,2026-01-30 14:05:00,2026-01-30 15:05:00,NAS100,SELL,21534.80153,21566.30153,-65.11,-0.7,1.0,2.0,11625.82,11558.71,93.01,21579.80153,21444.80153,SMT_RECLAIM,Overlap,MANUAL,0.44,-1.02,2,Friday,disciplined_sample
GOOD_0031,2026-02-02 10:05:00,2026-02-02 10:48:00,NAS100,SELL,21504.79372,21450.79372,110.96,1.2,1.0,2.0,11558.71,11667.67,92.47,21549.79372,21414.79372,BREAK_RETEST,London,MANUAL,1.3,-0.62,1,Monday,disciplined_sample
GOOD_0032,2026-02-03 13:30:00,2026-02-03 14:30:00,DJI,BUY,38958.47955,38888.47955,-93.34,-1.0,1.0,2.0,11667.67,11572.33,93.34,38888.47955,39098.47955,BREAK_RETEST,Overlap,SL,0.71,-1.33,1,Tuesday,disciplined_sample
GOOD_0033,2026-02-03 14:15:00,2026-02-03 15:12:00,NAS100,SELL,21534.97377,21480.97377,111.1,1.2,1.0,2.0,11572.33,11681.43,92.58,21579.97377,21444.97377,SMT_RECLAIM,Overlap,MANUAL,1.36,-0.27,2,Tuesday,disciplined_sample
GOOD_0034,2026-02-04 13:05:00,2026-02-04 13:37:00,NAS100,SELL,21467.58867,21490.08867,-46.73,-0.5,1.0,2.0,11681.43,11632.7,93.45,21512.58867,21377.58867,BREAK_RETEST,Overlap,MANUAL,0.61,-0.64,1,Wednesday,disciplined_sample
GOOD_0035,2026-02-04 15:30:00,2026-02-04 16:16:00,NAS100,SELL,21511.26523,21403.26523,223.34,2.4,1.0,2.0,11632.7,11854.04,93.06,21556.26523,21421.26523,BREAK_RETEST,NY,TP,3.08,-0.59,2,Wednesday,disciplined_sample
GOOD_0036,2026-02-05 14:30:00,2026-02-05 15:28:00,DJI,SELL,38973.92459,39022.92459,-66.38,-0.7,1.0,2.0,11854.04,11785.66,94.83,39043.92459,38833.92459,BREAK_RETEST,Overlap,MANUAL,0.77,-0.96,1,Thursday,disciplined_sample
GOOD_0037,2026-02-05 15:00:00,2026-02-05 15:22:00,NAS100,BUY,21491.48679,21446.48679,-94.29,-1.0,1.0,2.0,11785.66,11689.37,94.29,21446.48679,21581.48679,SMT_RECLAIM,NY,SL,0.57,-1.14,2,Thursday,disciplined_sample
GOOD_0038,2026-02-06 14:00:00,2026-02-06 14:37:00,XAUUSD,SELL,2350.50695,2338.50695,93.51,1.0,1.0,2.0,11689.37,11780.88,93.51,2362.50695,2326.50695,BREAK_RETEST,Overlap,MANUAL,1.78,-0.77,1,Friday,disciplined_sample
GOOD_0039,2026-02-09 13:05:00,2026-02-09 14:05:00,DJI,SELL,39017.91419,38877.91419,188.5,2.0,1.0,2.0,11780.88,11967.38,94.25,39087.91419,38877.91419,SMT_RECLAIM,Overlap,TP,2.42,-0.21,1,Monday,disciplined_sample
GOOD_0040,2026-02-10 08:30:00,2026-02-10 09:17:00,DJI,BUY,38968.1729,39108.1729,191.48,2.0,1.0,2.0,11967.38,12156.86,95.74,38898.1729,39108.1729,BREAK_RETEST,London,TP,2.31,-0.4,1,Tuesday,disciplined_sample
GOOD_0041,2026-02-10 15:15:00,2026-02-10 15:34:00,DJI,SELL,39024.90243,38954.90243,97.25,1.0,1.0,2.0,12156.86,12252.11,97.25,39094.90243,38884.90243,LIQUIDITY_SWEEP,NY,MANUAL,1.14,-0.16,2,Tuesday,disciplined_sample
GOOD_0042,2026-02-11 08:00:00,2026-02-11 08:26:00,XAUUSD,BUY,2349.94712,2364.34712,117.62,1.2,1.0,2.0,12252.11,12367.73,98.02,2337.94712,2373.94712,SMT_RECLAIM,London,MANUAL,1.39,-0.33,1,Wednesday,disciplined_sample
GOOD_0043,2026-02-11 10:45:00,2026-02-11 11:09:00,DJI,SELL,39007.86847,38923.86847,118.73,1.2,1.0,2.0,12367.73,12484.46,98.94,39077.86847,38867.86847,BREAK_RETEST,London,MANUAL,2.04,-0.44,2,Wednesday,disciplined_sample
GOOD_0044,2026-02-11 15:05:00,2026-02-11 16:06:00,NAS100,SELL,21510.04116,21532.54116,-49.94,-0.5,1.0,2.0,12484.46,12432.52,99.88,21555.04116,21420.04116,BREAK_RETEST,NY,MANUAL,0.99,-1.15,3,Wednesday,disciplined_sample
GOOD_0045,2026-02-12 10:45:00,2026-02-12 11:30:00,DJI,BUY,39046.07876,39186.07876,198.92,2.0,1.0,2.0,12432.52,12629.44,99.46,38976.07876,39186.07876,SMT_RECLAIM,London,TP,2.61,-0.49,1,Thursday,disciplined_sample
GOOD_0046,2026-02-13 15:15:00,2026-02-13 16:19:00,DJI,SELL,39009.24746,39058.24746,-70.73,-0.7,1.0,2.0,12629.44,12556.71,101.04,39079.24746,38869.24746,LIQUIDITY_SWEEP,NY,MANUAL,0.4,-1.45,1,Friday,disciplined_sample
GOOD_0047,2026-02-13 13:30:00,2026-02-13 13:59:00,DJI,SELL,38998.75499,38858.75499,200.9,2.0,1.0,2.0,12556.71,12755.61,100.45,39068.75499,38858.75499,BREAK_RETEST,Overlap,TP,2.38,-0.64,2,Friday,disciplined_sample
GOOD_0048,2026-02-16 13:45:00,2026-02-16 14:47:00,XAUUSD,BUY,2349.95219,2341.55219,-71.43,-0.7,1.0,2.0,12755.61,12682.18,102.04,2337.95219,2373.95219,SMT_RECLAIM,Overlap,MANUAL,0.56,-0.81,1,Monday,disciplined_sample
GOOD_0049,2026-02-16 13:05:00,2026-02-16 13:50:00,NAS100,SELL,21549.66315,21441.66315,243.5,2.4,1.0,2.0,12682.18,12923.68,101.46,21594.66315,21459.66315,BREAK_RETEST,Overlap,TP,2.94,-0.38,2,Monday,disciplined_sample
GOOD_0050,2026-02-17 14:15:00,2026-02-17 14:46:00,NAS100,BUY,21523.86047,21501.36047,-51.7,-0.5,1.0,2.0,12923.68,12869.98,103.39,21478.86047,21613.86047,BREAK_RETEST,Overlap,MANUAL,0.67,-1.13,1,Tuesday,disciplined_sample
GOOD_0051,2026-02-18 14:15:00,2026-02-18 14:50:00,NAS100,BUY,21454.55157,21562.55157,247.1,2.4,1.0,2.0,12869.98,13115.08,102.96,21409.55157,21544.55157,SMT_RECLAIM,Overlap,TP,2.54,-0.67,1,Wednesday,disciplined_sample
GOOD_0052,2026-02-18 14:00:00,2026-02-18 14:29:00,XAUUSD,SELL,2350.931,2326.931,209.84,2.0,1.0,2.0,13115.08,13322.92,104.92,2362.931,2326.931,BREAK_RETEST,Overlap,TP,2.3,-0.16,2,Wednesday,disciplined_sample
GOOD_0053,2026-02-18 13:45:00,2026-02-18 14:08:00,DJI,SELL,39049.39181,38881.39181,255.79,2.4,1.0,2.0,13322.92,13576.71,106.58,39119.39181,38909.39181,SMT_RECLAIM,Overlap,TP,2.59,-0.81,3,Wednesday,disciplined_sample
GOOD_0054,2026-02-19 13:30:00,2026-02-19 14:24:00,XAUUSD,SELL,2350.24205,2326.24205,217.22,2.0,1.0,2.0,13576.71,13791.93,108.61,2362.24205,2326.24205,SMT_RECLAIM,Overlap,TP,2.59,-0.29,1,Thursday,disciplined_sample
GOOD_0055,2026-02-20 14:05:00,2026-02-20 15:07:00,NAS100,SELL,21509.38112,21419.38112,220.68,2.0,1.0,2.0,13791.93,14010.61,110.34,21554.38112,21419.38112,BREAK_RETEST,Overlap,TP,2.33,-0.73,1,Friday,disciplined_sample
GOOD_0056,2026-02-23 14:15:00,2026-02-23 14:40:00,DJI,SELL,39004.45624,39039.45624,-56.04,-0.5,1.0,2.0,14010.61,13952.57,112.08,39074.45624,38864.45624,BREAK_RETEST,Overlap,MANUAL,0.93,-1.18,1,Monday,disciplined_sample
GOOD_0057,2026-02-24 10:45:00,2026-02-24 11:20:00,XAUUSD,SELL,2350.00094,2332.00094,167.43,1.5,1.0,2.0,13952.57,14118.0,111.62,2362.00094,2326.00094,SMT_RECLAIM,London,TP,2.0,-0.49,1,Tuesday,disciplined_sample
GOOD_0058,2026-02-25 10:00:00,2026-02-25 11:01:00,NAS100,BUY,21532.14212,21487.14212,-112.94,-1.0,1.0,2.0,14118.0,14003.06,112.94,21487.14212,21622.14212,BREAK_RETEST,London,SL,0.81,-1.22,1,Wednesday,disciplined_sample
GOOD_0059,2026-02-26 10:45:00,2026-02-26 11:29:00,NAS100,SELL,21483.33084,21514.83084,-78.41,-0.7,1.0,2.0,14003.06,13922.65,112.02,21528.33084,21393.33084,LIQUIDITY_SWEEP,London,MANUAL,0.89,-1.03,1,Thursday,disciplined_sample
GOOD_0060,2026-02-27 15:45:00,2026-02-27 16:35:00,NAS100,SELL,21532.49272,21487.49272,111.38,1.0,1.0,2.0,13922.65,14032.03,111.38,21577.49272,21442.49272,SMT_RECLAIM,NY,MANUAL,1.1,-0.15,1,Friday,disciplined_sample
GOOD_0061,2026-03-02 14:30:00,2026-03-02 15:06:00,DJI,BUY,38993.81161,39161.81161,269.42,2.4,1.0,2.0,14032.03,14299.45,112.26,38923.81161,39133.81161,BREAK_RETEST,Overlap,TP,3.06,-0.65,1,Monday,disciplined_sample
GOOD_0062,2026-03-03 09:45:00,2026-03-03 10:10:00,NAS100,SELL,21514.77097,21469.77097,114.4,1.0,1.0,2.0,14299.45,14411.85,114.4,21559.77097,21424.77097,SMT_RECLAIM,London,MANUAL,1.22,-0.73,1,Tuesday,disciplined_sample
GOOD_0063,2026-03-04 13:30:00,2026-03-04 13:52:00,NAS100,BUY,21477.62474,21585.62474,276.7,2.4,1.0,2.0,14411.85,14686.55,115.29,21432.62474,21567.62474,BREAK_RETEST,Overlap,TP,3.13,-0.56,1,Wednesday,disciplined_sample
GOOD_0064,2026-03-05 10:15:00,2026-03-05 11:07:00,XAUUSD,SELL,2349.96868,2355.96868,-58.74,-0.5,1.0,2.0,14686.55,14625.81,117.49,2361.96868,2325.96868,BREAK_RETEST,London,MANUAL,0.81,-0.94,1,Thursday,disciplined_sample
GOOD_0065,2026-03-05 15:05:00,2026-03-05 16:10:00,DJI,SELL,38997.29763,39032.29763,-58.51,-0.5,1.0,2.0,14625.81,14565.3,117.01,39067.29763,38857.29763,SMT_RECLAIM,NY,MANUAL,0.5,-1.29,2,Thursday,disciplined_sample
GOOD_0066,2026-03-06 09:00:00,2026-03-06 09:24:00,NAS100,SELL,21502.59511,21457.59511,116.52,1.0,1.0,2.0,14565.3,14679.82,116.52,21547.59511,21412.59511,LIQUIDITY_SWEEP,London,MANUAL,1.47,-0.69,1,Friday,disciplined_sample
GOOD_0067,2026-03-06 09:30:00,2026-03-06 10:09:00,DJI,BUY,39035.23413,38986.23413,-82.21,-0.7,1.0,2.0,14679.82,14595.61,117.44,38965.23413,39175.23413,SMT_RECLAIM,London,MANUAL,0.5,-1.02,2,Friday,disciplined_sample
GOOD_0068,2026-03-09 15:00:00,2026-03-09 16:05:00,DJI,BUY,38959.03793,38910.03793,-81.73,-0.7,1.0,2.0,14595.61,14511.88,116.76,38889.03793,39099.03793,SMT_RECLAIM,NY,MANUAL,0.81,-1.29,1,Monday,disciplined_sample
GOOD_0069,2026-03-09 09:15:00,2026-03-09 09:56:00,XAUUSD,SELL,2349.86137,2358.26137,-81.27,-0.7,1.0,2.0,14511.88,14428.61,116.1,2361.86137,2325.86137,SMT_RECLAIM,London,MANUAL,0.53,-1.28,2,Monday,disciplined_sample
GOOD_0070,2026-03-10 13:30:00,2026-03-10 14:17:00,DJI,BUY,39013.79046,38978.79046,-57.72,-0.5,1.0,2.0,14428.61,14368.89,115.43,38943.79046,39153.79046,SMT_RECLAIM,Overlap,MANUAL,0.73,-1.23,1,Tuesday,disciplined_sample
GOOD_0071,2026-03-11 13:00:00,2026-03-11 13:47:00,NAS100,SELL,21534.53039,21444.53039,229.9,2.0,1.0,2.0,14368.89,14596.79,114.95,21579.53039,21444.53039,SMT_RECLAIM,Overlap,TP,2.26,-0.31,1,Wednesday,disciplined_sample
GOOD_0072,2026-03-12 13:15:00,2026-03-12 14:11:00,NAS100,BUY,21524.51722,21569.51722,116.77,1.0,1.0,2.0,14596.79,14711.56,116.77,21479.51722,21614.51722,LIQUIDITY_SWEEP,Overlap,MANUAL,1.77,-0.31,1,Thursday,disciplined_sample
GOOD_0073,2026-03-12 14:05:00,2026-03-12 15:03:00,DJI,BUY,38959.71639,38889.71639,-117.69,-1.0,1.0,2.0,14711.56,14591.87,117.69,38889.71639,39099.71639,BREAK_RETEST,Overlap,SL,0.23,-1.65,2,Thursday,disciplined_sample
GOOD_0074,2026-03-13 09:15:00,2026-03-13 10:06:00,NAS100,SELL,21500.17948,21392.17948,280.15,2.4,1.0,2.0,14591.87,14870.02,116.73,21545.17948,21410.17948,SMT_RECLAIM,London,TP,2.72,-0.95,1,Friday,disciplined_sample
GOOD_0075,2026-03-16 10:15:00,2026-03-16 11:08:00,XAUUSD,SELL,2349.73155,2335.33155,142.75,1.2,1.0,2.0,14870.02,15010.77,118.96,2361.73155,2325.73155,BREAK_RETEST,London,MANUAL,1.93,-0.51,1,Monday,disciplined_sample
GOOD_0076,2026-03-16 14:15:00,2026-03-16 15:03:00,DJI,BUY,38952.50246,38917.50246,-60.05,-0.5,1.0,2.0,15010.77,14948.72,120.09,38882.50246,39092.50246,LIQUIDITY_SWEEP,Overlap,MANUAL,0.65,-1.24,2,Monday,disciplined_sample
GOOD_0077,2026-03-16 08:30:00,2026-03-16 08:50:00,XAUUSD,BUY,2349.60873,2364.00873,143.51,1.2,1.0,2.0,14948.72,15090.23,119.59,2337.60873,2373.60873,SMT_RECLAIM,London,MANUAL,1.69,-0.22,3,Monday,disciplined_sample
GOOD_0078,2026-03-17 14:45:00,2026-03-17 15:34:00,NAS100,BUY,21511.56522,21601.56522,241.44,2.0,1.0,2.0,15090.23,15329.67,120.72,21466.56522,21601.56522,BREAK_RETEST,Overlap,TP,2.85,-0.3,1,Tuesday,disciplined_sample
GOOD_0079,2026-03-18 10:15:00,2026-03-18 10:58:00,NAS100,BUY,21477.58814,21545.08814,183.96,1.5,1.0,2.0,15329.67,15511.63,122.64,21432.58814,21567.58814,BREAK_RETEST,London,TP,2.37,-0.18,1,Wednesday,disciplined_sample
GOOD_0080,2026-03-19 14:00:00,2026-03-19 14:22:00,NAS100,BUY,21532.98178,21487.98178,-124.09,-1.0,1.0,2.0,15511.63,15385.54,124.09,21487.98178,21622.98178,SMT_RECLAIM,Overlap,SL,0.67,-1.67,1,Thursday,disciplined_sample
GOOD_0081,2026-03-20 14:45:00,2026-03-20 15:14:00,NAS100,SELL,21460.99263,21406.99263,147.7,1.2,1.0,2.0,15385.54,15531.24,123.08,21505.99263,21370.99263,LIQUIDITY_SWEEP,Overlap,MANUAL,1.99,-0.81,1,Friday,disciplined_sample
GOOD_0082,2026-03-20 13:00:00,2026-03-20 14:05:00,NAS100,BUY,21456.3558,21411.3558,-124.25,-1.0,1.0,2.0,15531.24,15404.99,124.25,21411.3558,21546.3558,SMT_RECLAIM,Overlap,SL,0.49,-1.52,2,Friday,disciplined_sample
GOOD_0083,2026-03-23 13:45:00,2026-03-23 14:30:00,NAS100,SELL,21518.60975,21428.60975,246.48,2.0,1.0,2.0,15404.99,15649.47,123.24,21563.60975,21428.60975,BREAK_RETEST,Overlap,TP,2.49,-0.17,1,Monday,disciplined_sample
GOOD_0084,2026-03-24 08:15:00,2026-03-24 09:02:00,DJI,SELL,39000.55511,39049.55511,-87.64,-0.7,1.0,2.0,15649.47,15559.83,125.2,39070.55511,38860.55511,BREAK_RETEST,London,MANUAL,0.83,-0.88,1,Tuesday,disciplined_sample
GOOD_0085,2026-03-24 15:45:00,2026-03-24 16:24:00,DJI,SELL,39032.74192,38948.74192,149.38,1.2,1.0,2.0,15559.83,15707.21,124.48,39102.74192,38892.74192,SMT_RECLAIM,NY,MANUAL,1.62,-0.38,2,Tuesday,disciplined_sample
GOOD_0086,2026-03-25 15:30:00,2026-03-25 15:56:00,NAS100,SELL,21505.63707,21460.63707,125.66,1.0,1.0,2.0,15707.21,15830.87,125.66,21550.63707,21415.63707,LIQUIDITY_SWEEP,NY,MANUAL,1.57,-0.21,1,Wednesday,disciplined_sample
