trade_id,open_time,close_time,symbol,side,entry_price,exit_price,pnl,pnl_R,lot_or_size,commission,balance_before,balance_after,initial_risk_amount,initial_sl,initial_tp,setup_tag,session,exit_reason,mfe_R,mae_R,trade_index_in_day,day_of_week,notes
AVG_0020,2026-01-16 08:10:00,2026-01-16 08:58:00,NAS100,BUY,21531.67033,21590.17033,129.88,1.3,1.0,2.0,9990.97,10118.85,99.91,21486.67033,21621.67033,REVERSAL,London,MANUAL,2.11,-0.46,1,Friday,average_mixed_sample
AVG_0021,2026-01-19 10:00:00,2026-01-19 10:37:00,DJI,BUY,38953.83032,38883.83032,-101.19,-1.0,1.0,2.0,10118.85,10015.66,101.19,38883.83032,39093.83032,SMT_RECLAIM,London,SL,0.58,-1.68,1,Monday,average_mixed_sample
AVG_0022,2026-01-19 10:40:00,2026-01-19 11:14:00,NAS100,SELL,21527.61726,21491.61726,80.13,0.8,1.0,2.0,10015.66,10093.79,100.16,21572.61726,21437.61726,SMT_RECLAIM,London,MANUAL,1.09,-0.68,2,Monday,average_mixed_sample
AVG_0023,2026-01-20 03:30:00,2026-01-20 04:27:00,DJI,BUY,38992.92389,38929.92389,-90.85,-0.9,1.0,2.0,10093.79,10000.94,100.94,38922.92389,39132.92389,SMT_RECLAIM,Asia,SL,0.39,-1.29,2,Tuesday,average_mixed_sample
AVG_0024,2026-01-20 03:20:00,2026-01-20 04:40:00,NAS100,SELL,21454.35344,21481.35344,-60.01,-0.6,1.0,2.0,10000.94,9938.93,100.01,21499.35344,21364.35344,FVG_ENTRY,Asia,MANUAL,0.5,-1.22,1,Tuesday,average_mixed_sample
AVG_0025,2026-01-21 08:50:00,2026-01-21 09:15:00,DJI,BUY,38985.2299,38915.2299,-99.39,-1.0,1.0,2.0,9938.93,9837.54,99.39,38915.2299,39125.2299,BREAKOUT,London,SL,0.71,-1.68,1,Wednesday,average_mixed_sample
AVG_0026,2026-01-22 10:10:00,2026-01-22 11:07:00,XAUUSD,BUY,2349.40318,2335.00318,-118.06,-1.2,1.0,2.0,9837.54,9717.48,98.38,2337.40318,2373.40318,SMT_RECLAIM,London,SL,0.91,-1.52,2,Thursday,average_mixed_sample
AVG_0027,2026-01-22 10:40:00,2026-01-22 11:06:00,DJI,SELL,39036.57983,39106.57983,-97.17,-1.0,1.0,2.0,9717.48,9618.31,97.17,39106.57983,38896.57983,SMT_RECLAIM,London,SL,0.3,-1.36,3,Thursday,average_mixed_sample
AVG_0028,2026-01-22 16:30:00,2026-01-22 17:00:00,NAS100,SELL,21522.70813,21567.70813,-96.18,-1.0,1.0,2.0,9618.31,9520.13,96.18,21567.70813,21432.70813,SMT_RECLAIM,NY,SL,0.68,-1.68,4,Thursday,average_mixed_sample
AVG_0029,2026-01-22 10:00:00,2026-01-22 11:16:00,NAS100,BUY,21485.1547,21431.1547,-114.24,-1.2,1.0,2.0,9520.13,9403.89,95.2,21440.1547,21575.1547,SMT_RECLAIM,London,SL,0.9,-1.55,1,Thursday,average_mixed_sample
AVG_0030,2026-01-23 19:00:00,2026-01-23 19:38:00,NAS100,BUY,21534.86693,21570.86693,75.23,0.8,1.0,2.0,9403.89,9477.12,94.04,21489.86693,21624.86693,BREAKOUT,NY,MANUAL,1.44,-0.31,1,Friday,average_mixed_sample
AVG_0031,2026-01-26 10:40:00,2026-01-26 11:56:00,NAS100,SELL,21526.30845,21481.30845,94.77,1.0,1.0,2.0,9477.12,9569.89,94.77,21571.30845,21436.30845,SMT_RECLAIM,London,MANUAL,1.56,-0.68,2,Monday,average_mixed_sample
AVG_0032,2026-01-26 08:00:00,2026-01-26 08:53:00,NAS100,SELL,21520.40378,21547.40378,-57.42,-0.6,1.0,2.0,9569.89,9510.47,95.7,21565.40378,21430.40378,SMT_RECLAIM,London,MANUAL,0.69,-1.19,1,Monday,average_mixed_sample
AVG_0033,2026-01-27 08:00:00,2026-01-27 09:04:00,DJI,SELL,39020.95405,38978.95405,57.06,0.6,1.0,2.0,9510.47,9565.53,95.1,39090.95405,38880.95405,REVERSAL,London,MANUAL,1.14,-0.24,1,Tuesday,average_mixed_sample
AVG_0034,2026-01-28 16:10:00,2026-01-28 17:00:00,XAUUSD,BUY,2350.58075,2360.18075,76.53,0.8,1.0,2.0,9565.53,9640.06,95.66,2338.58075,2374.58075,FVG_ENTRY,NY,MANUAL,0.92,-0.82,3,Wednesday,average_mixed_sample
AVG_0035,2026-01-28 13:40:00,2026-01-28 14:52:00,GBPJPY,SELL,198.64668,198.06168,125.32,1.3,1.0,2.0,9640.06,9763.38,96.4,199.09668,197.74668,SMT_RECLAIM,Overlap,MANUAL,1.46,-0.5,2,Wednesday,average_mixed_sample
AVG_0036,2026-01-28 13:20:00,2026-01-28 14:35:00,NAS100,BUY,21500.28638,21459.78638,-87.87,-0.9,1.0,2.0,9763.38,9673.51,97.63,21455.28638,21590.28638,REVERSAL,Overlap,SL,0.87,-1.36,1,Wednesday,average_mixed_sample
AVG_0037,2026-01-29 19:10:00,2026-01-29 19:55:00,NAS100,SELL,21513.50571,21540.50571,-58.04,-0.6,1.0,2.0,9673.51,9613.47,96.74,21558.50571,21423.50571,REVERSAL,NY,MANUAL,0.3,-0.91,1,Thursday,average_mixed_sample
AVG_0038,2026-01-30 08:40:00,2026-01-30 09:03:00,NAS100,BUY,21458.12229,21413.12229,-96.13,-1.0,1.0,2.0,9613.47,9515.34,96.13,21413.12229,21548.12229,BREAKOUT,London,SL,0.82,-1.29,1,Friday,average_mixed_sample
AVG_0039,2026-01-30 13:40:00,2026-01-30 15:01:00,DJI,SELL,38974.48779,39044.48779,-95.15,-1.0,1.0,2.0,9515.34,9418.19,95.15,39044.48779,38834.48779,FVG_ENTRY,Overlap,SL,0.52,-1.42,2,Friday,average_mixed_sample
AVG_0040,2026-02-02 10:30:00,2026-02-02 11:41:00,NAS100,SELL,21463.07662,21418.07662,94.18,1.0,1.0,2.0,9418.19,9510.37,94.18,21508.07662,21373.07662,BREAKOUT,London,MANUAL,1.4,-0.52,1,Monday,average_mixed_sample
AVG_0041,2026-02-03 08:00:00,2026-02-03 08:40:00,NAS100,BUY,21531.34778,21477.34778,-114.12,-1.2,1.0,2.0,9510.37,9394.25,95.1,21486.34778,21621.34778,REVERSAL,London,SL,0.78,-1.43,1,Tuesday,average_mixed_sample
AVG_0042,2026-02-04 10:20:00,2026-02-04 11:07:00,DJI,BUY,39008.33441,39099.33441,122.12,1.3,1.0,2.0,9394.25,9514.37,93.94,38938.33441,39148.33441,SMT_RECLAIM,London,MANUAL,1.44,-0.86,3,Wednesday,average_mixed_sample
AVG_0043,2026-02-04 13:20:00,2026-02-04 14:31:00,DJI,SELL,38986.59374,38916.59374,95.14,1.0,1.0,2.0,9514.37,9607.51,95.14,39056.59374,38846.59374,REVERSAL,Overlap,MANUAL,1.42,-0.6,4,Wednesday,average_mixed_sample
AVG_0044,2026-02-04 03:40:00,2026-02-04 04:12:00,DJI,BUY,38989.39037,38947.39037,-57.65,-0.6,1.0,2.0,9607.51,9547.86,96.08,38919.39037,39129.39037,FVG_ENTRY,Asia,MANUAL,0.47,-1.36,1,Wednesday,average_mixed_sample
AVG_0045,2026-02-04 08:40:00,2026-02-04 10:06:00,DJI,SELL,38995.69886,38925.69886,95.48,1.0,1.0,2.0,9547.86,9641.34,95.48,39065.69886,38855.69886,SMT_RECLAIM,London,MANUAL,1.59,-0.65,2,Wednesday,average_mixed_sample
AVG_0046,2026-02-05 19:50:00,2026-02-05 21:10:00,XAUUSD,SELL,2350.6315,2365.0315,-115.69,-1.2,1.0,2.0,9641.34,9523.65,96.41,2362.6315,2326.6315,FVG_ENTRY,NY,SL,0.74,-1.99,1,Thursday,average_mixed_sample
AVG_0047,2026-02-06 16:50:00,2026-02-06 17:16:00,DJI,BUY,39008.35233,39134.35233,171.43,1.8,1.0,2.0,9523.65,9693.08,95.24,38938.35233,39148.35233,FVG_ENTRY,NY,TP,2.04,-0.86,2,Friday,average_mixed_sample
AVG_0048,2026-02-06 08:50:00,2026-02-06 10:06:00,NAS100,BUY,21481.36925,21440.86925,-87.24,-0.9,1.0,2.0,9693.08,9603.84,96.93,21436.36925,21571.36925,FVG_ENTRY,London,SL,0.75,-1.29,1,Friday,average_mixed_sample
AVG_0049,2026-02-06 19:50:00,2026-02-06 21:17:00,XAUUSD,SELL,2349.75365,2361.75365,-96.04,-1.0,1.0,2.0,9603.84,9505.8,96.04,2361.75365,2325.75365,BREAKOUT,NY,SL,0.57,-1.47,3,Friday,average_mixed_sample
AVG_0050,2026-02-09 16:50:00,2026-02-09 17:45:00,DJI,BUY,39005.80867,38942.80867,-85.55,-0.9,1.0,2.0,9505.8,9418.25,95.06,38935.80867,39145.80867,BREAKOUT,NY,SL,0.98,-1.21,2,Monday,average_mixed_sample
AVG_0051,2026-02-09 08:50:00,2026-02-09 09:25:00,DJI,SELL,39007.34768,39077.34768,-94.18,-1.0,1.0,2.0,9418.25,9322.07,94.18,39077.34768,38867.34768,FVG_ENTRY,London,SL,0.92,-1.38,1,Monday,average_mixed_sample
AVG_0052,2026-02-10 08:00:00,2026-02-10 09:21:00,NAS100,SELL,21471.39868,21412.89868,121.19,1.3,1.0,2.0,9322.07,9441.26,93.22,21516.39868,21381.39868,BREAKOUT,London,MANUAL,2.06,-0.34,1,Tuesday,average_mixed_sample
AVG_0053,2026-02-10 08:50:00,2026-02-10 09:16:00,DJI,BUY,38960.0198,38897.0198,-84.97,-0.9,1.0,2.0,9441.26,9354.29,94.41,38890.0198,39100.0198,SMT_RECLAIM,London,SL,0.58,-1.48,2,Tuesday,average_mixed_sample
AVG_0054,2026-02-10 19:10:00,2026-02-10 20:06:00,DJI,BUY,38982.11677,38898.11677,-112.25,-1.2,1.0,2.0,9354.29,9240.04,93.54,38912.11677,39122.11677,REVERSAL,NY,SL,0.93,-1.36,3,Tuesday,average_mixed_sample
AVG_0055,2026-02-11 16:00:00,2026-02-11 17:10:00,GBPJPY,BUY,198.57592,198.17092,-83.16,-0.9,1.0,2.0,9240.04,9154.88,92.4,198.12592,199.47592,SMT_RECLAIM,NY,SL,0.8,-1.61,2,Wednesday,average_mixed_sample
AVG_0056,2026-02-11 03:20:00,2026-02-11 04:49:00,DJI,SELL,39002.43185,39072.43185,-91.55,-1.0,1.0,2.0,9154.88,9061.33,91.55,39072.43185,38862.43185,SMT_RECLAIM,Asia,SL,0.31,-1.45,1,Wednesday,average_mixed_sample
AVG_0057,2026-02-12 10:50:00,2026-02-12 11:34:00,DJI,SELL,38967.54949,38897.54949,90.61,1.0,1.0,2.0,9061.33,9149.94,90.61,39037.54949,38827.54949,SMT_RECLAIM,London,MANUAL,1.78,-0.56,2,Thursday,average_mixed_sample
AVG_0058,2026-02-12 03:50:00,2026-02-12 04:43:00,NAS100,BUY,21488.35744,21447.85744,-82.35,-0.9,1.0,2.0,9149.94,9065.59,91.5,21443.35744,21578.35744,REVERSAL,Asia,SL,0.41,-1.23,1,Thursday,average_mixed_sample
AVG_0059,2026-02-12 13:20:00,2026-02-12 14:19:00,XAUUSD,SELL,2349.31943,2342.11943,54.4,0.6,1.0,2.0,9065.59,9117.99,90.66,2361.31943,2325.31943,BREAKOUT,Overlap,MANUAL,1.25,-0.79,3,Thursday,average_mixed_sample
AVG_0060,2026-02-13 13:20:00,2026-02-13 14:38:00,DJI,BUY,39024.77348,38940.77348,-109.42,-1.2,1.0,2.0,9117.99,9006.57,91.18,38954.77348,39164.77348,SMT_RECLAIM,Overlap,SL,0.53,-1.68,1,Friday,average_mixed_sample
AVG_0061,2026-02-13 13:50:00,2026-02-13 15:17:00,XAUUSD,SELL,2350.40753,2357.60753,-54.04,-0.6,1.0,2.0,9006.57,8950.53,90.07,2362.40753,2326.40753,BREAKOUT,Overlap,MANUAL,0.65,-0.74,2,Friday,average_mixed_sample
AVG_0062,2026-02-16 13:10:00,2026-02-16 13:41:00,NAS100,SELL,21539.88894,21503.88894,71.61,0.8,1.0,2.0,8950.53,9020.14,89.51,21584.88894,21449.88894,REVERSAL,Overlap,MANUAL,1.26,-0.47,1,Monday,average_mixed_sample
AVG_0063,2026-02-16 13:40:00,2026-02-16 14:00:00,DJI,SELL,39024.58045,39108.58045,-108.24,-1.2,1.0,2.0,9020.14,8909.9,90.2,39094.58045,38884.58045,REVERSAL,Overlap,SL,0.24,-1.54,2,Monday,average_mixed_sample
AVG_0064,2026-02-17 19:00:00,2026-02-17 20:13:00,GBPJPY,BUY,197.74892,198.10892,71.28,0.8,1.0,2.0,8909.9,8979.18,89.1,197.29892,198.64892,FVG_ENTRY,NY,MANUAL,1.61,-0.44,3,Tuesday,average_mixed_sample
AVG_0065,2026-02-17 03:50:00,2026-02-17 05:18:00,GBPJPY,BUY,197.78612,197.51612,-53.87,-0.6,1.0,2.0,8979.18,8923.31,89.79,197.33612,198.68612,SMT_RECLAIM,Asia,MANUAL,0.98,-1.28,1,Tuesday,average_mixed_sample
AVG_0066,2026-02-17 19:30:00,2026-02-17 20:48:00,XAUUSD,BUY,2349.69232,2338.89232,-80.31,-0.9,1.0,2.0,8923.31,8841.0,89.23,2337.69232,2373.69232,FVG_ENTRY,NY,SL,0.95,-1.51,4,Tuesday,average_mixed_sample
AVG_0067,2026-02-17 16:30:00,2026-02-17 16:58:00,DJI,BUY,38960.08967,38897.08967,-79.57,-0.9,1.0,2.0,8841.0,8759.43,88.41,38890.08967,39100.08967,REVERSAL,NY,SL,0.68,-1.49,2,Tuesday,average_mixed_sample
AVG_0068,2026-02-18 10:10:00,2026-02-18 10:59:00,DJI,SELL,39031.57863,39094.57863,-78.83,-0.9,1.0,2.0,8759.43,8678.6,87.59,39101.57863,38891.57863,BREAKOUT,London,SL,0.46,-1.42,1,Wednesday,average_mixed_sample
AVG_0069,2026-02-18 10:20:00,2026-02-18 11:15:00,GBPJPY,SELL,197.12192,197.66192,-104.15,-1.2,1.0,2.0,8678.6,8572.45,86.79,197.57192,196.22192,REVERSAL,London,SL,0.9,-1.94,2,Wednesday,average_mixed_sample
AVG_0070,2026-02-18 10:30:00,2026-02-18 11:43:00,NAS100,SELL,21490.82592,21544.82592,-102.86,-1.2,1.0,2.0,8572.45,8467.59,85.72,21535.82592,21400.82592,FVG_ENTRY,London,SL,0.35,-1.68,3,Wednesday,average_mixed_sample
AVG_0071,2026-02-19 16:10:00,2026-02-19 17:19:00,XAUUSD,BUY,2349.48572,2335.08572,-101.62,-1.2,1.0,2.0,8467.59,8363.97,84.68,2337.48572,2373.48572,REVERSAL,NY,SL,0.72,-1.95,1,Thursday,average_mixed_sample
AVG_0072,2026-02-20 16:10:00,2026-02-20 16:54:00,NAS100,BUY,21530.46506,21503.46506,-50.18,-0.6,1.0,2.0,8363.97,8311.79,83.64,21485.46506,21620.46506,FVG_ENTRY,NY,MANUAL,0.74,-0.85,1,Friday,average_mixed_sample
AVG_0073,2026-02-23 10:00:00,2026-02-23 10:46:00,NAS100,BUY,21489.66321,21435.66321,-99.74,-1.2,1.0,2.0,8311.79,8210.05,83.12,21444.66321,21579.66321,SMT_RECLAIM,London,SL,0.46,-1.5,2,Monday,average_mixed_sample
AVG_0074,2026-02-23 13:20:00,2026-02-23 14:20:00,NAS100,SELL,21541.43305,21514.43305,49.26,0.6,1.0,2.0,8210.05,8257.31,82.1,21586.43305,21451.43305,FVG_ENTRY,Overlap,MANUAL,1.0,-0.3,3,Monday,average_mixed_sample
AVG_0075,2026-02-23 08:20:00,2026-02-23 09:05:00,DJI,BUY,38982.98653,38912.98653,-82.57,-1.0,1.0,2.0,8257.31,8172.74,82.57,38912.98653,39122.98653,FVG_ENTRY,London,SL,0.87,-1.45,1,Monday,average_mixed_sample
AVG_0076,2026-02-23 13:20:00,2026-02-23 14:01:00,XAUUSD,SELL,2350.46554,2364.86554,-98.08,-1.2,1.0,2.0,8172.74,8072.66,81.73,2362.46554,2326.46554,FVG_ENTRY,Overlap,SL,0.31,-1.68,4,Monday,average_mixed_sample
AVG_0077,2026-02-24 19:00:00,2026-02-24 20:12:00,DJI,BUY,38963.74915,39005.74915,48.44,0.6,1.0,2.0,8072.66,8119.1,80.73,38893.74915,39103.74915,REVERSAL,NY,MANUAL,1.2,-0.3,2,Tuesday,average_mixed_sample
AVG_0078,2026-02-24 10:00:00,2026-02-24 10:22:00,DJI,SELL,38950.66124,39034.66124,-97.43,-1.2,1.0,2.0,8119.1,8019.67,81.19,39020.66124,38810.66124,BREAKOUT,London,SL,0.21,-1.67,1,Tuesday,average_mixed_sample
AVG_0079,2026-02-24 19:00:00,2026-02-24 19:32:00,DJI,BUY,39002.43854,39058.43854,64.16,0.8,1.0,2.0,8019.67,8081.83,80.2,38932.43854,39142.43854,BREAKOUT,NY,MANUAL,1.09,-0.42,3,Tuesday,average_mixed_sample
AVG_0080,2026-02-25 03:30:00,2026-02-25 03:54:00,DJI,BUY,38959.35005,38889.35005,-80.82,-1.0,1.0,2.0,8081.83,7999.01,80.82,38889.35005,39099.35005,SMT_RECLAIM,Asia,SL,0.64,-1.14,2,Wednesday,average_mixed_sample
AVG_0081,2026-02-25 08:30:00,2026-02-25 09:19:00,XAUUSD,BUY,2349.42283,2356.62283,47.99,0.6,1.0,2.0,7999.01,8045.0,79.99,2337.42283,2373.42283,BREAKOUT,London,MANUAL,1.39,-0.14,3,Wednesday,average_mixed_sample
AVG_0082,2026-02-25 03:20:00,2026-02-25 04:06:00,GBPJPY,BUY,198.17407,198.62407,80.45,1.0,1.0,2.0,8045.0,8123.45,80.45,197.72407,199.07407,FVG_ENTRY,Asia,MANUAL,1.7,-0.17,1,Wednesday,average_mixed_sample
AVG_0083,2026-02-26 08:30:00,2026-02-26 09:54:00,XAUUSD,BUY,2350.49091,2360.09091,64.98,0.8,1.0,2.0,8123.45,8186.43,81.23,2338.49091,2374.49091,FVG_ENTRY,London,MANUAL,1.18,-0.17,1,Thursday,average_mixed_sample
AVG_0084,2026-02-27 13:40:00,2026-02-27 15:02:00,DJI,SELL,38972.81384,38902.81384,81.86,1.0,1.0,2.0,8186.43,8266.29,81.86,39042.81384,38832.81384,BREAKOUT,Overlap,MANUAL,1.54,-0.63,2,Friday,average_mixed_sample
AVG_0085,2026-02-27 10:40:00,2026-02-27 11:48:00,NAS100,BUY,21521.16772,21566.16772,82.66,1.0,1.0,2.0,8266.29,8346.95,82.66,21476.16772,21611.16772,SMT_RECLAIM,London,MANUAL,1.61,-0.2,1,Friday,average_mixed_sample
AVG_0086,2026-03-02 10:20:00,2026-03-02 11:45:00,XAUUSD,SELL,2349.81609,2334.21609,108.51,1.3,1.0,2.0,8346.95,8453.46,83.47,2361.81609,2325.81609,SMT_RECLAIM,London,MANUAL,1.42,-0.64,1,Monday,average_mixed_sample
AVG_0087,2026-03-03 10:20:00,2026-03-03 11:28:00,DJI,BUY,38966.95017,38903.95017,-76.08,-0.9,1.0,2.0,8453.46,8375.38,84.53,38896.95017,39106.95017,BREAKOUT,London,SL,0.41,-1.1,1,Tuesday,average_mixed_sample
AVG_0088,2026-03-04 08:00:00,2026-03-04 09:18:00,DJI,BUY,38960.69724,38876.69724,-100.5,-1.2,1.0,2.0,8375.38,8272.88,83.75,38890.69724,39100.69724,REVERSAL,London,SL,0.96,-1.53,1,Wednesday,average_mixed_sample
AVG_0089,2026-03-05 10:20:00,2026-03-05 11:21:00,DJI,SELL,39010.32113,39073.32113,-74.46,-0.9,1.0,2.0,8272.88,8196.42,82.73,39080.32113,38870.32113,REVERSAL,London,SL,0.58,-1.12,1,Thursday,average_mixed_sample
AVG_0090,2026-03-05 10:50:00,2026-03-05 11:58:00,XAUUSD,SELL,2349.5606,2360.3606,-73.76,-0.9,1.0,2.0,8196.42,8120.66,81.96,2361.5606,2325.5606,FVG_ENTRY,London,SL,0.49,-1.65,2,Thursday,average_mixed_sample
AVG_0091,2026-03-05 19:10:00,2026-03-05 20:26:00,XAUUSD,BUY,2350.59537,2336.19537,-97.45,-1.2,1.0,2.0,8120.66,8021.21,81.21,2338.59537,2374.59537,FVG_ENTRY,NY,SL,0.26,-1.89,3,Thursday,average_mixed_sample
AVG_0092,2026-03-06 08:20:00,2026-03-06 09:37:00,NAS100,BUY,21549.07006,21495.07006,-96.25,-1.2,1.0,2.0,8021.21,7922.96,80.21,21504.07006,21639.07006,BREAKOUT,London,SL,0.52,-1.65,1,Friday,average_mixed_sample
AVG_0093,2026-03-06 13:40:00,2026-03-06 14:31:00,NAS100,BUY,21515.76016,21488.76016,-47.54,-0.6,1.0,2.0,7922.96,7873.42,79.23,21470.76016,21605.76016,REVERSAL,Overlap,MANUAL,0.72,-0.99,2,Friday,average_mixed_sample
AVG_0094,2026-03-09 10:20:00,2026-03-09 11:45:00,GBPJPY,BUY,198.49371,198.94371,78.73,1.0,1.0,2.0,7873.42,7950.15,78.73,198.04371,199.39371,FVG_ENTRY,London,MANUAL,1.55,-0.44,1,Monday,average_mixed_sample
AVG_0095,2026-03-09 10:50:00,2026-03-09 11:23:00,DJI,SELL,38979.54322,38937.54322,47.7,0.6,1.0,2.0,7950.15,7995.85,79.5,39049.54322,38839.54322,FVG_ENTRY,London,MANUAL,1.44,-0.76,2,Monday,average_mixed_sample
AVG_0096,2026-03-10 10:10:00,2026-03-10 10:38:00,DJI,SELL,38980.02641,38889.02641,103.95,1.3,1.0,2.0,7995.85,8097.8,79.96,39050.02641,38840.02641,FVG_ENTRY,London,MANUAL,2.05,-0.68,1,Tuesday,average_mixed_sample
AVG_0097,2026-03-11 08:50:00,2026-03-11 10:09:00,NAS100,SELL,21473.18555,21392.18555,145.76,1.8,1.0,2.0,8097.8,8241.56,80.98,21518.18555,21383.18555,SMT_RECLAIM,London,TP,2.22,-0.49,2,Wednesday,average_mixed_sample
AVG_0098,2026-03-11 03:40:00,2026-03-11 04:26:00,GBPJPY,BUY,197.55669,197.28669,-49.45,-0.6,1.0,2.0,8241.56,8190.11,82.42,197.10669,198.45669,FVG_ENTRY,Asia,MANUAL,0.84,-1.1,1,Wednesday,average_mixed_sample
AVG_0099,2026-03-12 10:10:00,2026-03-12 11:20:00,DJI,SELL,39008.70047,39078.70047,-81.9,-1.0,1.0,2.0,8190.11,8106.21,81.9,39078.70047,38868.70047,SMT_RECLAIM,London,SL,0.88,-1.53,1,Thursday,average_mixed_sample
